270843,1573222453,9.77
270843,440226449,9.77
270843,679437320,9.77
206696,385318731,7.05
206696,425147584,7.05
206696,385418493,7.05
206696,451168615,7.05
259665,8420646148,7.44
259665,8484504794,7.44
259665,843223012,7.44
259665,8401377390,7.44
183147,373710356,9.43
183147,373441320,9.43
183147,679441018,9.75
183147,517701529,9.43
239631,394178009,9.55
239631,385493622,9.55
239631,764552759,9.55
239631,1575666561,9.55
225815,764502697,7.51
225815,451206096,7.51
225815,449003132,7.51
225815,316817155,7.51
171300,500272425,8.14
171300,393315630,8.14
171300,451521765,8.14
171300,345378482,8.14
152265,140051716,5.95
152265,552114960,5.95
152265,679745785,2.54
152265,99201410,5.95
242088,553298062,7.33
242088,449904067,7.33
242088,553572776,7.33
242088,553564684,7.33
230379,3404118960,6.65
230379,3531221450,6.65
230379,3746612179,6.65
230379,346203006,6.65
172035,373270178,8.30
172035,816718237,8.30
172035,821758942,8.30
172035,64430189,8.30
198731,68817888,9.00
198731,451203771,9.00
198731,446525308,9.00
198731,452282152,7.55
180047,440224764,8.00
180047,671003755,8.20
180047,385323921,8.20
180047,316666343,8.20
168034,373483511,7.50
168034,553581872,7.50
168034,380807947,7.50
168034,380807351,7.50
243884,743222857,8.54
243884,1570717567,8.54
243884,553211455,8.54
243884,140280464,8.54
191019,671452177,13.84
191019,451191145,13.94
191019,553272535,8.72
191019,140042520,7.16
238125,345380371,7.15
238125,205161766,7.15
238125,449223043,7.15
238125,394748468,7.15
263650,446527041,7.21
263650,893752894,7.21
263650,1551668653,5.60
263650,553583468,7.21
141315,671866923,8.45
141315,863162584,9.28
141315,1878424076,8.45
141315,14036336,8.45
128065,345347536,14.10
128065,1565924878,8.90
128065,345349369,7.10
128065,345354931,7.10
258487,60931132,8.30
258487,517885174,8.30
258487,785813241,8.30
258487,39571091,9.58
190746,60934417,6.65
190746,61094110,6.65
190746,786889535,6.65
190746,316969435,6.65
258089,1931561648,4.70
258089,743243307,9.37
258089,375507507,7.59
258089,446613800,7.59
129721,61056928,13.58
129721,801957729,9.06
129721,553213415,9.06
129721,1852424311,9.06
129013,385492081,16.59
129013,446675059,5.72
129013,345445848,15.16
129013,743224574,7.37
206572,34536208,6.04
206572,31205436,12.78
206572,966793102,6.04
206572,452281881,6.04
253954,553212583,7.36
253954,553273965,7.36
253954,446608890,6.41
253954,451524462,7.36
